myear,fuel,transmission,km,body,Color,Engine Type,No of Cylinder,Length,Width,Height,Seats,Gear Box,Drive Type,Steering Type,owner_type,state,City,listed_price
2010,petrol,manual,37876.0,hatchback,grey,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,350000.0
2016,petrol,manual,85761.0,suv,white,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,800000.0
2016,petrol,manual,43441.0,hatchback,passion red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,500000.0
2014,petrol,manual,19584.0,hatchback,red,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,185000.0
2016,petrol,manual,49000.0,hatchback,silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,495000.0
2017,petrol,manual,25879.0,hatchback,red,vtvt petrol engine,4.0,3995.0,1760.0,1555.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,620000.0
2014,petrol,manual,31658.0,sedan,twilight blue,kappa vtvt petrol engine,4.0,3995.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,450000.0
2018,petrol,manual,48552.0,hatchback,polar white,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,550000.0
2011,petrol,manual,56005.0,hatchback,red,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,240000.0
2012,petrol,manual,37998.0,sedan,black,vtvt petrol engine,4.0,4370.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,600000.0
2010,petrol,manual,11623.0,hatchback,black,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,300000.0
2013,petrol,automatic,147266.0,sedan,coral white,gdi petrol engine,4.0,4820.0,1835.0,1490.0,5.0,6 speed,fwd,power,third,karnataka,bangalore,700000.0
2015,petrol,manual,36051.0,hatchback,passion red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,650000.0
2011,petrol,manual,62931.0,hatchback,red,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,350000.0
2017,petrol,automatic,29277.0,hatchback,grey,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,549000.0
2014,petrol,manual,89000.0,hatchback,grey,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,470000.0
2011,petrol,manual,117342.0,hatchback,red,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,200000.0
2014,petrol,automatic,26458.0,hatchback,pure white,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,4 speed,fwd,power,third,karnataka,bangalore,500000.0
2018,petrol,manual,40374.0,hatchback,blue,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,650000.0
2021,petrol,automatic,8331.0,hatchback,red,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,770000.0
2017,petrol,manual,68679.0,suv,red,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,858057.0
2017,petrol,manual,44330.0,suv,grey,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1075000.0
2014,petrol,manual,95298.0,sedan,white,kappa vtvt petrol engine,4.0,3995.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,450000.0
2017,petrol,manual,11297.0,hatchback,red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700000.0
2009,petrol,manual,102872.0,hatchback,black,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,270000.0
2014,petrol,manual,42927.0,sedan,blue,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,575000.0
2021,petrol,manual,21372.0,sedan,typhoon silver,1.5 l mpi petrol,4.0,4440.0,1729.0,1475.0,5.0,6 speed,,power,first,karnataka,bangalore,1304251.0
2016,petrol,manual,45285.0,hatchback,passion red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,557617.0
2011,petrol,manual,83317.0,hatchback,grey,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,400000.0
2009,petrol,manual,45718.0,hatchback,red,petrol engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,150000.0
2015,petrol,manual,45003.0,hatchback,silver,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,400000.0
2021,petrol,manual,20158.0,sedan,titan grey,1.2 l kappa dual petrol,4.0,3995.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,750000.0
2011,petrol,manual,56385.0,hatchback,white,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,second,karnataka,bangalore,300000.0
2019,petrol,automatic,25854.0,suv,polar white,vtvt petrol engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1350000.0
2020,petrol,manual,3396.0,suv,polar white,1.5 l mpi petrol,4.0,4300.0,1790.0,1635.0,5.0,6 speed,,power,first,karnataka,bangalore,1500000.0
2021,petrol,manual,9758.0,hatchback,blue,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,780000.0
2020,petrol,manual,37387.0,suv,denim blue,kappa 1.0 l turbo gdi petrol,3.0,3995.0,1770.0,1605.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,900000.0
2008,petrol,manual,68312.0,hatchback,red,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,200000.0
2015,petrol,manual,178538.0,hatchback,polar white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,500000.0
2019,petrol,automatic,19216.0,sedan,fiery red,vtvt petrol engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1100000.0
2020,petrol,manual,16898.0,hatchback,fiery red,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,750000.0
2019,petrol,manual,14034.0,suv,blue,,3.0,3995.0,1770.0,1605.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,950000.0
2017,petrol,manual,69019.0,hatchback,red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,650000.0
2020,petrol,manual,23766.0,hatchback,polar white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700000.0
2014,petrol,manual,127767.0,hatchback,twilight blue - hyundai grand i10,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,400000.0
2019,petrol,manual,5619.0,hatchback,typhoon silver,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,850000.0
2011,petrol,manual,68687.0,hatchback,red,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,249330.0
2017,petrol,automatic,19147.0,hatchback,silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,600000.0
2021,petrol,manual,10103.0,sedan,white,1.5 l mpi petrol,4.0,4440.0,1729.0,1475.0,5.0,6 speed,,power,first,karnataka,bangalore,1200000.0
2021,petrol,manual,16111.0,hatchback,polar white,1.2 l kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,600000.0
2011,petrol,manual,62116.0,hatchback,grey,petrol engine,3.0,3565.0,1525.0,1590.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,184876.0
2017,petrol,automatic,68981.0,suv,white,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1149384.0
2005,petrol,manual,112176.0,hatchback,red,in-line engine,4.0,3810.0,1665.0,1515.0,5.0,5 speed,,power,second,karnataka,bangalore,90503.0
2014,petrol,automatic,84000.0,sedan,white,vtvt petrol engine,4.0,4370.0,1700.0,1475.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,625000.0
2019,petrol,manual,2006.0,hatchback,red,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,600000.0
2018,petrol,manual,16343.0,hatchback,star dust,1.1 litre petrol engine,4.0,3610.0,1645.0,1560.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,380000.0
2019,petrol,automatic,19445.0,sedan,polar white,vtvt petrol engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1200000.0
2015,petrol,manual,22891.0,hatchback,white,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,380000.0
2012,diesel,manual,83075.0,sedan,purple,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,450000.0
2021,diesel,manual,44011.0,suv,polar white,1.5 l u2 crdi diesel,4.0,4300.0,1790.0,1635.0,5.0,6 speed,,power,first,karnataka,bangalore,1300000.0
2015,diesel,automatic,62000.0,suv,maroon,crdi diesel engine,4.0,4690.0,1880.0,1690.0,7.0,6 speed,4wd,power,second,karnataka,bangalore,1295000.0
2009,diesel,automatic,113492.0,sedan,black,in-line engine,4.0,4310.0,1695.0,1490.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,250000.0
2010,diesel,manual,120000.0,hatchback,white,diesel,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,third,karnataka,bangalore,300000.0
2011,diesel,manual,120000.0,hatchback,white,diesel,4.0,3940.0,1710.0,1505.0,5.0,6 speed,,power,first,karnataka,bangalore,400000.0
2015,diesel,automatic,53225.0,suv,white,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1165000.0
2017,diesel,manual,90000.0,hatchback,white,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,700000.0
2017,diesel,automatic,79000.0,suv,white,u2 crdi vgt engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1295000.0
2012,diesel,manual,93000.0,sedan,silver,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,590000.0
2018,diesel,manual,40000.0,hatchback,white,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,790000.0
2013,diesel,automatic,114000.0,sedan,golden,vgt diesel engine,4.0,4550.0,1775.0,1470.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,745000.0
2017,diesel,automatic,124000.0,suv,white,u2 crdi vgt engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1195000.0
2015,diesel,automatic,85000.0,suv,red,u2 crdi vgt engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,955000.0
2015,diesel,manual,91438.0,sedan,white,u2 vgt diesel engine,4.0,4375.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,651000.0
2016,diesel,manual,44090.0,hatchback,white,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,721000.0
2018,diesel,manual,44469.0,hatchback,grey,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,763000.0
2012,diesel,manual,81935.0,sedan,white,vgt crdi diesel engine,4.0,4370.0,1700.0,1475.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,500000.0
2014,diesel,manual,77000.0,hatchback,silver,diesel,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,485000.0
2016,diesel,manual,68944.0,hatchback,blue,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,714000.0
2015,diesel,manual,48412.0,hatchback,white,u2 crdi  diesel engine,3.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,484000.0
2021,diesel,manual,27440.0,sedan,blue,1.5 l u2 crdi diesel,4.0,4440.0,1729.0,1475.0,5.0,6 speed,,power,first,karnataka,bangalore,1209000.0
2020,diesel,manual,42663.0,suv,red,u2 crdi diesel,4.0,3995.0,1770.0,1605.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1225000.0
2021,diesel,manual,17062.0,hatchback,black,1.5 l u2 diesel,4.0,3995.0,1775.0,1505.0,5.0,6 speed,,power,second,karnataka,bangalore,986000.0
2021,diesel,manual,25793.0,hatchback,red,1.5 l u2 diesel,4.0,3995.0,1775.0,1505.0,5.0,6 speed,,power,first,karnataka,bangalore,1034000.0
2011,diesel,manual,101003.0,hatchback,white,diesel,4.0,3940.0,1710.0,1505.0,5.0,6 speed,,power,second,karnataka,bangalore,400000.0
2016,diesel,manual,38155.0,suv,silver,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1100000.0
2015,diesel,manual,68513.0,sedan,blue,u2 crdi diesel engine,3.0,3995.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,486000.0
2013,diesel,manual,81213.0,sedan,grey,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,568000.0
2015,diesel,manual,71249.0,hatchback,red,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,661000.0
2018,diesel,manual,40902.0,hatchback,white,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,808000.0
2018,diesel,manual,54007.0,suv,silver,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1153000.0
2016,diesel,manual,37309.0,suv,red,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1085000.0
2021,diesel,manual,15046.0,hatchback,white,1.5 l u2 diesel,4.0,3995.0,1775.0,1505.0,5.0,6 speed,,power,first,karnataka,bangalore,971000.0
2020,diesel,manual,40000.0,suv,blue,u2 crdi diesel,4.0,3995.0,1770.0,1605.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1125000.0
2016,diesel,manual,70314.0,suv,yellow,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1163000.0
2015,diesel,automatic,93912.0,sedan,white,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,699000.0
2015,diesel,manual,47000.0,hatchback,silver,u2 crdi diesel engine,4.0,3995.0,1760.0,1555.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,675000.0
2018,diesel,manual,15601.0,hatchback,grey,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,837000.0
2014,diesel,manual,82924.0,hatchback,silver,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,582000.0
2016,diesel,manual,76309.0,sedan,white,u2 vgt diesel engine,4.0,4375.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,832000.0
2017,diesel,automatic,130000.0,suv,white,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1275000.0
2017,diesel,manual,98638.0,hatchback,white,u2 crdi  diesel engine,3.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,500000.0
2015,diesel,manual,56398.0,hatchback,white,u2 crdi diesel engine,4.0,3995.0,1760.0,1555.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,656000.0
2018,diesel,automatic,69045.0,suv,grey,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1330000.0
2016,diesel,automatic,105374.0,suv,white,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1000000.0
2012,diesel,manual,68278.0,hatchback,red,diesel,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,390000.0
2017,diesel,manual,36872.0,hatchback,sleek silver,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,740000.0
2015,diesel,manual,151897.0,sedan,passion red,u2 crdi diesel  engine,3.0,3995.0,1660.0,1520.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,350000.0
2017,diesel,manual,78091.0,hatchback,red,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,748000.0
2017,diesel,manual,71013.0,suv,silver,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1200000.0
2016,diesel,manual,78000.0,suv,white,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1175000.0
2015,diesel,manual,66069.0,hatchback,pure white,u2 crdi  diesel engine,3.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,600000.0
2018,diesel,manual,40498.0,hatchback,white,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,795000.0
2022,diesel,manual,11362.0,suv,white,u2 crdi diesel,4.0,3995.0,1770.0,1605.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1300000.0
2020,diesel,manual,31607.0,suv,polar white,1.5 l u2 crdi diesel,4.0,4300.0,1790.0,1635.0,5.0,6 speed,,power,first,karnataka,bangalore,1800000.0
2013,diesel,manual,106558.0,sedan,sleek silver,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,550000.0
2012,diesel,manual,88120.0,hatchback,red,u2 crdi diesel engine,4.0,3995.0,1710.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,442000.0
2013,diesel,manual,87105.0,hatchback,silver,u2 crdi  diesel engine,3.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,401000.0
2014,diesel,manual,49348.0,sedan,pure white,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,700000.0
2009,diesel,manual,111400.0,hatchback,grey,diesel,4.0,3940.0,1710.0,1505.0,5.0,6 speed,,power,third,karnataka,bangalore,350000.0
2014,diesel,manual,43000.0,hatchback,grey,u2 crdi  diesel engine,3.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,495000.0
2015,diesel,manual,112162.0,hatchback,passion red,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,600000.0
2013,diesel,manual,85464.0,sedan,pure white,diesel engine,4.0,4375.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,550000.0
2017,diesel,manual,61809.0,suv,red,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1195000.0
2018,diesel,manual,55000.0,hatchback,white,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,825000.0
2021,diesel,manual,35428.0,hatchback,white,1.5 l u2 diesel,4.0,3995.0,1775.0,1505.0,5.0,6 speed,,power,first,karnataka,bangalore,1148000.0
2017,diesel,automatic,91178.0,suv,silver,e-vgt diesel engine,4.0,4475.0,1850.0,1660.0,5.0,6 speed,2wd,power,first,karnataka,bangalore,1565000.0
2018,diesel,manual,58994.0,suv,white,u2 crdi vgt engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1268000.0
2014,diesel,automatic,69090.0,sedan,white,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,701000.0
2015,diesel,automatic,55000.0,suv,black,crdi diesel engine,4.0,4690.0,1880.0,1690.0,7.0,6 speed,fwd,power,second,karnataka,bangalore,1485000.0
2017,diesel,manual,54000.0,sedan,silver,u2 vgt diesel engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1065000.0
2018,diesel,automatic,69000.0,sedan,silver,u2 vgt diesel engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1175000.0
2015,diesel,manual,38785.0,hatchback,passion red,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,550000.0
2015,diesel,manual,128789.0,hatchback,sleek silver,u2 crdi diesel engine,4.0,3985.0,1734.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,800000.0
2012,diesel,manual,80862.0,hatchback,grey,u2 crdi diesel engine,4.0,3995.0,1710.0,1505.0,5.0,6 speed,fwd,power,fourth,karnataka,bangalore,395000.0
2012,diesel,manual,46037.0,hatchback,brown,u2 crdi diesel engine,4.0,3995.0,1710.0,1505.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,400000.0
2012,diesel,manual,84180.0,sedan,white,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,500000.0
2015,diesel,automatic,59000.0,sedan,white,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,850000.0
2015,diesel,manual,68000.0,sedan,maroon,u2 vgt diesel engine,4.0,4375.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,690000.0
2021,diesel,manual,22479.0,suv,black,u2 crdi diesel,4.0,3995.0,1770.0,1605.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1050000.0
2021,diesel,manual,11067.0,sedan,typhoon silver,1.5 l u2 crdi diesel,4.0,4440.0,1729.0,1475.0,5.0,6 speed,,power,first,karnataka,bangalore,1500000.0
2019,diesel,automatic,19000.0,suv,orange,u2 crdi vgt engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1450000.0
2012,diesel,manual,88465.0,sedan,purple,diesel engine,4.0,4370.0,1700.0,1475.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,480000.0
2012,diesel,manual,129078.0,hatchback,red,u2 crdi diesel engine,4.0,3995.0,1710.0,1505.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,400000.0
2018,diesel,manual,80000.0,sedan,white,u2 vgt diesel engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1075000.0
2012,diesel,manual,62796.0,hatchback,blue,diesel engine,4.0,3940.0,1710.0,1505.0,5.0,6 speed,,power,first,karnataka,bangalore,350000.0
2014,diesel,manual,104184.0,hatchback,white,u2 crdi diesel engine,4.0,3995.0,1710.0,1505.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,469701.0
2013,diesel,manual,75339.0,sedan,sleek silver,vgt crdi diesel engine,4.0,4370.0,1700.0,1475.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,500000.0
