symbol,date,open,high,low,close,network,close_next,lag_1,lag_2,lag_3,lag_5,lag_7,lag_14,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_mean_60,roll_std_60,ret_1,ret_7
BTCUSDT,2020-03-05,8750.99,9159.42,8746.54,9054.68,Bitcoin,9131.88,8750.87,8760.07,8915.24,8523.61,8823.21,9596.42,8747.037142857142,192.46770583783598,9539.228,575.2834287033749,9114.386833333332,688.5096110415604,0.034717690926730604,0.026234216345298433
BTCUSDT,2020-03-06,9054.64,9170.0,8985.5,9131.88,Bitcoin,8886.66,9054.68,8750.87,8760.07,8531.88,8692.91,9677.05,8809.747142857143,238.0158871248135,9523.222666666667,579.8491290632627,9137.284833333333,665.0824499709129,0.008525977726435263,0.050497474378545126
BTCUSDT,2020-03-07,9130.89,9188.0,8835.0,8886.66,Bitcoin,8033.31,9131.88,9054.68,8750.87,8915.24,8523.61,9650.86,8861.611428571428,202.12255741081285,9493.711333333335,589.2051824849723,9149.641166666666,653.1192915360864,-0.026853178096952535,0.04259345512054158
BTCUSDT,2020-03-08,8885.25,8886.76,8000.0,8033.31,Bitcoin,7929.87,8886.66,9131.88,9054.68,8760.07,8531.88,9936.4,8790.387142857142,362.16278999525247,9434.364000000001,643.0642321411877,9149.263333333334,653.7689387389894,-0.09602595350784204,-0.058436124277415846
BTCUSDT,2020-03-09,8034.76,8179.31,7632.01,7929.87,Bitcoin,7894.56,8033.31,8886.66,9131.88,8750.87,8915.24,9656.13,8649.619999999999,478.39403501019723,9368.858,692.6947906665525,9151.131833333335,650.0485664711334,-0.012876385948008995,-0.11052646928181409
BTCUSDT,2020-03-10,7929.87,8149.0,7728.01,7894.56,Bitcoin,7934.52,7929.87,8033.31,8886.66,9054.68,8760.07,9315.84,8525.975714285714,551.3719482302705,9293.618333333334,726.4880235721082,9146.090833333332,658.6882684993208,-0.004452784219665551,-0.09880172190404868
BTCUSDT,2020-03-11,7894.57,7980.0,7590.0,7934.52,Bitcoin,4800.0,7894.56,7929.87,8033.31,9131.88,8750.87,8785.25,8409.354285714286,581.3926772230441,9229.708,759.282163196014,9144.666,661.2528927294522,0.005061713382379818,-0.09328786737775785
BTCUSDT,2020-03-12,7934.58,7966.17,4410.0,4800.0,Bitcoin,5578.6,7934.52,7894.56,7929.87,8886.66,9054.68,8823.21,7801.542857142857,1417.3363882145827,9048.938666666665,1088.7191331504443,9088.249666666667,859.2687586250644,-0.3950484717412017,-0.46988739524754053
BTCUSDT,2020-03-13,4800.01,5955.0,3782.13,5578.6,Bitcoin,5172.06,4800.0,7934.52,7894.56,8033.31,9131.88,8692.91,7293.931428571428,1495.6072969246666,8890.676666666666,1232.2359136624711,9046.054,963.8968418576086,0.1622083333333335,-0.38910717179814003
BTCUSDT,2020-03-14,5576.05,5640.52,5055.13,5172.06,Bitcoin,5361.3,5578.6,4800.0,7934.52,7929.87,8886.66,8523.61,6763.274285714287,1495.2938481544693,8722.091,1379.8605018858007,8985.4215,1085.7182651189898,-0.07287491485318898,-0.4179973128261911
BTCUSDT,2020-03-15,5172.48,5940.0,5093.1,5361.3,Bitcoin,5028.97,5172.06,5578.6,4800.0,7894.56,8033.31,8531.88,6381.558571428571,1457.6245018571553,8555.989,1474.5180199138788,8927.752999999999,1182.1847230306876,0.03658890268094339,-0.3326163188025858
BTCUSDT,2020-03-16,5360.33,5365.42,4442.12,5028.97,Bitcoin,5312.64,5361.3,5172.06,5578.6,7934.52,7929.87,8915.24,5967.144285714286,1352.6559240232818,8393.464,1585.2798598542063,8866.235666666667,1284.7631927922796,-0.06198683155204898,-0.365819363999662
BTCUSDT,2020-03-17,5028.86,5525.0,4921.45,5312.64,Bitcoin,5393.04,5028.97,5361.3,5172.06,4800.0,7894.56,8760.07,5598.2985714285705,1059.8099429053293,8239.976333333334,1654.075350267339,8806.225,1364.1668682268403,0.05640717681751939,-0.32705052593178086
BTCUSDT,2020-03-18,5312.64,5436.17,5009.37,5393.04,Bitcoin,6162.37,5312.64,5028.97,5361.3,5578.6,7934.52,8750.87,5235.2300000000005,258.40913793191635,8096.210999999999,1708.7882339820778,8747.509666666667,1433.421082996751,0.015133718829056564,-0.3203067104248273
BTCUSDT,2020-03-19,5393.26,6400.0,5252.53,6162.37,Bitcoin,6208.36,5393.04,5312.64,5028.97,5172.06,4800.0,9054.68,5429.854285714287,366.43890667970663,7962.799666666667,1697.9283016999727,8705.1875,1471.7707695771824,0.14265238158812088,0.2838270833333334
BTCUSDT,2020-03-20,6162.05,6900.0,5670.0,6208.36,Bitcoin,6186.98,6162.37,5393.04,5312.64,5361.3,5578.6,9131.88,5519.82,471.3374384663775,7849.952,1698.2927148501763,8664.621000000001,1506.6626226488636,0.0074630377598228215,0.1128885383429532
BTCUSDT,2020-03-21,6204.57,6456.98,5860.02,6186.98,Bitcoin,5816.19,6208.36,6162.37,5393.04,5028.97,5172.06,8886.66,5664.808571428572,501.6585047762373,7736.304000000001,1691.455153723974,8622.136833333334,1540.1805675854384,-0.0034437435973430075,0.19623128888682628
BTCUSDT,2020-03-22,6187.04,6407.87,5734.01,5816.19,Bitcoin,6467.31,6186.98,6208.36,6162.37,5312.64,5361.3,8033.31,5729.7928571428565,484.9752080851005,7607.608666666666,1685.5681907722021,8574.367333333334,1582.1569162957999,-0.05993069316532462,0.08484695876000203
BTCUSDT,2020-03-23,5816.05,6600.0,5688.0,6467.31,Bitcoin,6744.72,5816.19,6186.98,6208.36,5393.04,5028.97,7929.87,5935.2699999999995,441.2932849402708,7501.490333333334,1652.3821431653448,8542.0805,1605.2789296255598,0.11194957523739779,0.2860108531170398
BTCUSDT,2020-03-24,6465.25,6833.0,6371.33,6744.72,Bitcoin,6677.43,6467.31,5816.19,6186.98,6162.37,5312.64,7894.56,6139.852857142857,436.463199583328,7395.101,1591.8433384371228,8513.8425,1621.9382742906514,0.04289418630002273,0.26956089627755686
BTCUSDT,2020-03-25,6744.69,6957.96,6450.0,6677.43,Bitcoin,6737.36,6744.72,6467.31,5816.19,6208.36,5393.04,7934.52,6323.337142857143,326.2399696397026,7295.811000000001,1537.9345263413702,8486.123333333333,1639.0707992647233,-0.009976692879763771,0.23815695785679325
BTCUSDT,2020-03-26,6677.42,6780.0,6510.0,6737.36,Bitcoin,6359.11,6677.43,6744.72,6467.31,6186.98,6162.37,4800.0,6405.478571428573,350.4447440719521,7209.861666666667,1492.5304517614225,8454.829333333333,1654.421078272846,0.0089750098466026,0.09330663364906688
BTCUSDT,2020-03-27,6737.27,6842.59,6261.0,6359.11,Bitcoin,6236.65,6737.36,6677.43,6744.72,5816.19,6208.36,5578.6,6427.0142857142855,340.8120000263216,7128.990333333334,1469.781735549588,8412.355,1675.1840699422191,-0.05614216844580078,0.024281774897074282
BTCUSDT,2020-03-28,6359.11,6360.0,6024.0,6236.65,Bitcoin,5881.42,6359.11,6737.36,6677.43,6467.31,6186.98,5172.06,6434.11,335.45654835368754,7042.7716666666665,1442.583570657767,8360.062333333333,1693.5206245954316,-0.01925741180762719,0.00802814943639718
BTCUSDT,2020-03-29,6236.65,6266.0,5866.56,5881.42,Bitcoin,6394.38,6236.65,6359.11,6737.36,6744.72,5816.19,5361.3,6443.428571428572,315.75830268469923,6949.055333333333,1422.8755734990802,8303.0605,1718.6665512999953,-0.05695846327756082,0.0112152457192769
BTCUSDT,2020-03-30,5880.5,6599.0,5857.76,6394.38,Bitcoin,6410.44,5881.42,6236.65,6359.11,6677.43,6467.31,5028.97,6433.01,316.04204562057333,6878.081,1394.4470376000259,8251.08,1728.5810250754507,0.0872170326213737,-0.01127671319296586
BTCUSDT,2020-03-31,6394.45,6523.23,6321.4,6410.44,Bitcoin,6642.92,6394.38,5881.42,6236.65,6737.36,6744.72,5312.64,6385.255714285713,284.80356557097724,6807.366333333333,1361.0798670414285,8202.039166666667,1738.5032496241074,0.002511580481610265,-0.04956173125051899
BTCUSDT,2020-04-01,6412.14,6679.94,6150.11,6642.92,Bitcoin,6794.09,6410.44,6394.38,5881.42,6359.11,6677.43,5393.04,6380.325714285714,279.1455302560691,6731.622333333334,1301.6622042516406,8156.3443333333325,1742.9194148873107,0.03626584134630395,-0.005168156012118508
BTCUSDT,2020-04-02,6643.36,7198.0,6551.0,6794.09,Bitcoin,6734.1,6642.92,6410.44,6394.38,6236.65,6737.36,6162.37,6388.429999999999,291.77645815481844,6666.089666666667,1244.2402014233148,8114.054,1744.7049738830508,0.022756558862668808,0.008420212071197142
BTCUSDT,2020-04-03,6793.86,7048.0,6602.1,6734.1,Bitcoin,6856.99,6794.09,6642.92,6410.44,5881.42,6359.11,6208.36,6442.0,318.67979786409944,6598.8640000000005,1180.5699141797252,8071.418333333333,1746.6811827433687,-0.008829732900211718,0.05896894376728823
BTCUSDT,2020-04-04,6732.97,6990.41,6650.01,6856.99,Bitcoin,6772.78,6734.1,6794.09,6642.92,6394.38,6236.65,6186.98,6530.620000000001,337.7411307002779,6525.607666666667,1087.4395177876381,8032.417833333334,1747.2467873559797,0.018248912252565308,0.09946686121555648
BTCUSDT,2020-04-05,6857.41,6895.54,6677.52,6772.78,Bitcoin,7329.9,6856.99,6734.1,6794.09,6410.44,5881.42,5816.19,6657.9571428571435,186.23104742186118,6446.9710000000005,971.5991682232908,7985.096833333333,1742.1812427796515,-0.012280898761701575,0.1515552366605344
BTCUSDT,2020-04-06,6772.78,7355.14,6765.0,7329.9,Bitcoin,7197.32,6772.78,6856.99,6734.1,6642.92,6394.38,6467.31,6791.602857142857,278.4175738415983,6395.079,873.4166201736947,7944.395166666666,1728.197826394383,0.08225868845584827,0.14630347273699718
BTCUSDT,2020-04-07,7329.9,7459.69,7077.0,7197.32,Bitcoin,7361.28,7329.9,6772.78,6856.99,6794.09,6410.44,6744.72,6904.014285714286,256.893312476734,6367.212666666667,831.6857624456705,7900.788333333333,1713.1743315807262,-0.018087559175432144,0.12274976444674635
BTCUSDT,2020-04-08,7197.32,7420.0,7150.0,7361.28,Bitcoin,7283.54,7197.32,7329.9,6772.78,6734.1,6642.92,6677.43,7006.637142857143,277.838860895734,6348.259666666667,800.7503044386746,7858.5588333333335,1694.3075228602136,0.022780701705634954,0.1081391918011958
BTCUSDT,2020-04-09,7360.26,7371.92,7108.08,7283.54,Bitcoin,6858.92,7361.28,7197.32,7329.9,6856.99,6794.09,6737.36,7076.558571428572,277.02059396546855,6327.892333333334,767.1283259268428,7810.7553333333335,1668.7801867734856,-0.010560663362893408,0.07204055289229316
BTCUSDT,2020-04-10,7283.54,7295.75,6739.98,6858.92,Bitcoin,6876.83,7283.54,7361.28,7197.32,6772.78,6734.1,6359.11,7094.39,254.39647946993114,6292.039,712.6508131465238,7760.8735,1651.376027476752,-0.05829857459422205,0.01853551328314107
BTCUSDT,2020-04-11,6858.92,6944.3,6760.0,6876.83,Bitcoin,6903.79,6858.92,7283.54,7361.28,7329.9,6856.99,6236.65,7097.224285714285,251.40365085243513,6361.266666666666,661.7711424412067,7705.102666666667,1623.0749910804507,0.0026111982644496656,0.002893397831993383
BTCUSDT,2020-04-12,6876.84,7177.0,6780.0,6903.79,Bitcoin,6837.91,6876.83,6858.92,7283.54,7197.32,6772.78,5881.42,7115.94,226.9080417996714,6405.439666666666,651.8810221013263,7648.058166666667,1589.175867834276,0.003920411003325741,0.01934360779473132
BTCUSDT,2020-04-13,6903.79,6903.79,6575.0,6837.91,Bitcoin,6868.7,6903.79,6876.83,6858.92,7361.28,7329.9,6394.38,7045.655714285714,225.78241375699244,6460.967999999999,612.9864839395196,7591.529500000001,1555.7624644815326,-0.00954258458035373,-0.06712097027244568
BTCUSDT,2020-04-14,6838.04,6978.0,6754.28,6868.7,Bitcoin,6621.24,6837.91,6903.79,6876.83,7283.54,7197.32,6410.44,6998.71,223.14052328826983,6511.214666666667,580.6671045696623,7533.601833333333,1515.717001882266,0.0045028378554266,-0.0456586618352387
BTCUSDT,2020-04-15,6868.57,6933.0,6605.0,6621.24,Bitcoin,7101.94,6868.7,6837.91,6903.79,6858.92,7361.28,6642.92,6892.989999999999,196.4432598318514,6564.290333333333,508.83910585933495,7478.877166666667,1487.6725033945888,-0.03602719583036096,-0.10053142931664061
BTCUSDT,2020-04-16,6621.25,7190.0,6468.27,7101.94,Bitcoin,7027.55,6621.24,6868.7,6837.91,6876.83,7283.54,6794.09,6867.047142857143,140.21370780766804,6623.933666666666,459.54695173804146,7431.955,1453.4658741891003,0.07259969431707658,-0.024932930964888023
BTCUSDT,2020-04-17,7101.99,7148.12,6972.98,7027.55,Bitcoin,7248.6,7101.94,6621.24,6868.7,6903.79,6858.92,6734.1,6891.137142857143,152.52984579148375,6678.417333333334,401.85223963927785,7387.314166666666,1423.2566755208395,-0.010474602714187875,0.02458550325707254
BTCUSDT,2020-04-18,7026.78,7293.08,7014.4,7248.6,Bitcoin,7120.74,7027.55,7101.94,6621.24,6837.91,6876.83,6856.99,6944.247142857143,203.069125481546,6714.625,402.6868819504078,7338.712333333333,1375.8048492703847,0.03145477442351896,0.05406124624281827
BTCUSDT,2020-04-19,7248.6,7266.15,7055.6,7120.74,Bitcoin,6826.83,7248.6,7027.55,7101.94,6868.7,6903.79,6772.78,6975.24,212.21508986567525,6745.037666666667,397.5538244252854,7297.494833333333,1343.7722247609686,-0.01763926827249407,0.031424768134604264
BTCUSDT,2020-04-20,7121.4,7220.0,6751.0,6826.83,Bitcoin,6841.37,7120.74,7248.6,7027.55,6621.24,6837.91,7329.9,6973.657142857142,213.44785754489587,6766.365999999999,383.4973788753327,7251.335,1310.6236604522974,-0.04127520454334799,-0.0016203781564835262
BTCUSDT,2020-04-21,6828.98,6940.0,6762.0,6841.37,Bitcoin,7125.14,6826.83,7120.74,7248.6,7101.94,6868.7,7197.32,6969.7528571428575,215.92325393645356,6800.538666666666,339.0043730340414,7204.073666666666,1272.2347108046733,0.002129831854609021,-0.003978918863831615
BTCUSDT,2020-04-22,6841.36,7156.38,6818.0,7125.14,Bitcoin,7482.39,6841.37,6826.83,7120.74,7027.55,6621.24,7361.28,7041.738571428571,156.07020892635128,6822.466333333333,337.9805639943324,7161.9783333333335,1231.0215858207328,0.04147853427018289,0.07610356972410015
BTCUSDT,2020-04-23,7125.12,7738.0,7020.0,7482.39,Bitcoin,7505.0,7125.14,6841.37,6826.83,7248.6,7101.94,7283.54,7096.088571428571,229.49926386442814,6847.055333333333,358.349240813169,7121.078166666667,1176.8552837483921,0.050139365682639214,0.05356986964125299
BTCUSDT,2020-04-24,7483.96,7615.96,7388.0,7505.0,Bitcoin,7538.67,7482.39,7125.14,6841.37,7120.74,7027.55,6858.92,7164.295714285714,272.6307004513605,6874.641,376.2473752399304,7085.226,1130.1574712495224,0.0030217617632868343,0.06793975140696262
BTCUSDT,2020-04-25,7505.0,7705.0,7431.07,7538.67,Bitcoin,7693.1,7505.0,7482.39,7125.14,6826.83,7248.6,6876.83,7205.734285714286,307.4068421954838,6901.351333333334,394.1811992118126,7055.6065,1093.3964532652672,0.004486342438374535,0.040017382666997614
BTCUSDT,2020-04-26,7539.03,7700.0,7480.0,7693.1,Bitcoin,7774.62,7538.67,7505.0,7482.39,6841.37,7120.74,6903.79,7287.5,353.6702057002074,6945.817666666667,405.96875878356485,7037.404,1073.0147921156927,0.020485045770673116,0.0803792864224786
BTCUSDT,2020-04-27,7693.1,7792.02,7606.0,7774.62,Bitcoin,7738.98,7693.1,7538.67,7505.0,7125.14,6826.83,6837.91,7422.898571428572,328.4395733073462,6997.083333333333,410.41013259109377,7019.927500000001,1051.7648008307876,0.010596508559618245,0.13883310409077132
BTCUSDT,2020-04-28,7773.51,7780.0,7659.12,7738.98,Bitcoin,8778.57,7774.62,7693.1,7538.67,7482.39,6841.37,6868.7,7551.1285714285705,221.30927819300913,7059.0019999999995,374.8722165403794,7004.028666666666,1033.0909870023124,-0.004584146877918194,0.13120325314958836
BTCUSDT,2020-04-29,7738.58,8952.89,7710.05,8778.57,Bitcoin,8620.0,7738.98,7774.62,7693.1,7505.0,7125.14,6621.24,7787.332857142857,452.4867816012231,7138.475,469.81504633620955,7008.278,1039.948893489776,0.13433165610971987,0.23205579118445385
BTCUSDT,2020-04-30,8778.58,9460.0,8401.0,8620.0,Bitcoin,8826.96,8778.57,7738.98,7774.62,7538.67,7482.39,7101.94,7949.848571428572,523.4390521805202,7212.1269999999995,522.0385111448918,7009.746666666667,1042.1968623622004,-0.018063306438292348,0.15203831930706624
BTCUSDT,2020-05-01,8620.0,9059.18,8613.56,8826.96,Bitcoin,8972.05,8620.0,8778.57,7738.98,7693.1,7505.0,7027.55,8138.699999999999,572.3796555026692,7284.928333333332,588.0385276909565,7008.275333333334,1039.5200429443576,0.024009280742459227,0.1761439040639572
BTCUSDT,2020-05-02,8825.67,9010.0,8753.0,8972.05,Bitcoin,8894.16,8826.96,8620.0,8778.57,7774.62,7538.67,7248.6,8343.468571428572,578.3072809049168,7357.527,655.8813561768926,7011.808333333333,1045.9153052793592,0.016437142572301333,0.1901369870282157
BTCUSDT,2020-05-03,8972.58,9200.0,8712.0,8894.16,Bitcoin,8871.96,8972.05,8826.96,8620.0,7738.98,7693.1,7120.74,8515.048571428571,529.2824959140157,7429.5289999999995,702.0237092045148,7014.1965,1050.108637151341,-0.008681405030065537,0.15612171946289521
BTCUSDT,2020-05-04,8894.15,8950.0,8522.0,8871.96,Bitcoin,9021.83,8894.16,8972.05,8826.96,8778.57,7774.62,6826.83,8671.811428571427,425.8264332811768,7496.694666666666,740.6835342683019,7011.1511666666665,1044.3400048998938,-0.0024960198602229644,0.14114387584216326
BTCUSDT,2020-05-05,8871.92,9118.58,8760.0,9021.83,Bitcoin,9142.92,8871.96,8894.16,8972.05,8620.0,7738.98,6841.37,8855.075714285715,132.4178015295486,7571.663,777.7759771968863,7009.316999999999,1040.6423492203978,0.016892546855486357,0.16576473902245525
BTCUSDT,2020-05-06,9021.36,9395.0,8906.21,9142.92,Bitcoin,9986.4,9021.83,8871.96,8894.16,8826.96,8778.57,7125.14,8907.125714285712,164.9462720461377,7632.097,827.208846823576,7013.588000000001,1048.970471672154,0.013421888907239499,0.04150448193726319
BTCUSDT,2020-05-07,9143.4,10067.0,9021.0,9986.4,Bitcoin,9800.01,9142.92,9021.83,8871.96,8972.05,8620.0,7482.39,9102.325714285713,403.9212307640156,7725.066333333333,927.3315904267565,7046.1395,1109.6969062208457,0.09225499074693855,0.15851508120649638
BTCUSDT,2020-05-08,9986.3,10035.96,9705.0,9800.01,Bitcoin,9539.4,9986.4,9142.92,9021.83,8894.16,8826.96,7505.0,9241.332857142856,457.2727759122423,7806.357333333333,998.5019193010588,7077.3085,1160.0609199182336,-0.018664383561643794,0.11023614018869488
BTCUSDT,2020-05-09,9800.02,9914.25,9520.0,9539.4,Bitcoin,8722.77,9800.01,9986.4,9142.92,8871.96,8972.05,7538.67,9322.382857142857,451.8365110935081,7881.5526666666665,1041.776420159153,7104.722500000001,1198.4993571321945,-0.02659283000731638,0.0632352695314895
BTCUSDT,2020-05-10,9539.1,9574.83,8117.0,8722.77,Bitcoin,8561.52,9539.4,9800.01,9986.4,9021.83,8894.16,7693.1,9297.898571428572,482.5111048611181,7943.681,1034.23662194964,7117.86,1211.9937350946047,-0.0856060129567896,-0.01926994792088288
BTCUSDT,2020-05-11,8722.77,9168.0,8200.0,8561.52,Bitcoin,8810.79,8722.77,9539.4,9800.01,9142.92,8871.96,7774.62,9253.550000000001,539.1295393502488,7999.837333333333,1019.9503753274721,7180.552,1187.096315147471,-0.018486100172307673,-0.03499114062732456
BTCUSDT,2020-05-12,8562.04,8978.26,8528.78,8810.79,Bitcoin,9309.37,8561.52,8722.77,9539.4,9986.4,9021.83,7738.98,9223.40142857143,559.7534674428532,8063.404,1008.6482438208245,7234.421833333333,1186.5058387258664,0.029115157121632596,-0.023392149929670536
BTCUSDT,2020-05-13,8810.99,9398.0,8792.99,9309.37,Bitcoin,9791.98,8810.79,8561.52,8722.77,9800.01,9142.92,8778.57,9247.179999999998,559.3000175219123,8145.786000000001,1006.0293926007453,7303.3769999999995,1184.8389354652072,0.0565874342709336,0.01820534358826298
BTCUSDT,2020-05-14,9309.35,9939.0,9256.76,9791.98,Bitcoin,9316.42,9309.37,8810.79,8561.52,9539.4,9986.4,8620.0,9219.405714285715,519.9134563513911,8243.228666666666,1019.5487991254912,7377.221666666666,1199.7249303849155,0.051841316866769516,-0.019468477128895323
BTCUSDT,2020-05-15,9791.97,9845.62,9150.0,9316.42,Bitcoin,9381.27,9791.98,9309.37,8810.79,8722.77,9800.01,8826.96,9150.32142857143,458.39611289178526,8333.068000000001,990.0134462493683,7448.679166666667,1185.083051042781,-0.048566275666412695,-0.049345868014420424
BTCUSDT,2020-05-16,9315.96,9588.0,9220.0,9381.27,Bitcoin,9680.04,9316.42,9791.98,9309.37,8561.52,9539.4,8972.05,9127.73142857143,439.53477850370246,8409.045666666667,979.6823059004556,7516.489666666666,1177.164336317691,0.006960828300999866,-0.016576514246178897
BTCUSDT,2020-05-17,9380.81,9888.0,9322.1,9680.04,Bitcoin,9733.93,9381.27,9316.42,9791.98,8810.79,8722.77,8894.16,9264.484285714287,441.4533801304308,8497.462,970.3521947296331,7587.939666666667,1176.196412278829,0.031847500391738004,0.10974380844617015
BTCUSDT,2020-05-18,9681.11,9950.0,9464.23,9733.93,Bitcoin,9775.53,9680.04,9381.27,9316.42,9309.37,8561.52,8871.96,9431.971428571429,341.3559753604652,8580.306333333334,966.137339164331,7647.465666666667,1193.082228053134,0.005567125755678637,0.1369394686924752
BTCUSDT,2020-05-19,9733.93,9897.21,9474.0,9775.53,Bitcoin,9511.43,9733.93,9680.04,9381.27,9791.98,8810.79,9021.83,9569.79142857143,222.9906834697197,8668.799333333332,949.2740381595501,7706.9185,1208.9273947046086,0.00427371061842452,0.10949528929868935
BTCUSDT,2020-05-20,9775.13,9842.0,9326.0,9511.43,Bitcoin,9068.65,9775.53,9733.93,9680.04,9316.42,9309.37,9142.92,9598.657142857144,194.97999860793266,8758.286,894.6094176890773,7762.326,1214.2562105091604,-0.027016437983413688,0.021705013336025925
BTCUSDT,2020-05-21,9511.43,9578.47,8815.0,9068.65,Bitcoin,9170.0,9511.43,9775.53,9733.93,9381.27,9791.98,9986.4,9495.324285714287,257.19424824163536,8832.528666666667,819.2901458842564,7816.533666666667,1198.398644348458,-0.04655241115163555,-0.07386963617164255
BTCUSDT,2020-05-22,9067.51,9271.0,8933.52,9170.0,Bitcoin,9179.15,9068.65,9511.43,9775.53,9680.04,9316.42,9800.01,9474.407142857144,279.1832574203161,8900.690666666665,754.8734318571126,7861.5785000000005,1197.6185672731676,0.011175864103256883,-0.015716337391401436
BTCUSDT,2020-05-23,9170.0,9307.85,9070.0,9179.15,Bitcoin,8720.34,9170.0,9068.65,9511.43,9733.93,9381.27,9539.4,9445.532857142856,300.0905223825289,8957.249333333333,706.9892303132392,7902.1523333333325,1200.3740329473076,0.000997818974918241,-0.021545057332322926
BTCUSDT,2020-05-24,9179.01,9298.0,8700.0,8720.34,Bitcoin,8900.35,9179.15,9170.0,9068.65,9775.53,9680.04,8722.77,9308.432857142858,382.8973186427682,8997.760666666667,653.7172816046406,7936.200833333333,1194.002665602323,-0.04998393097400078,-0.09914215230515588
BTCUSDT,2020-05-25,8718.14,8979.66,8642.72,8900.35,Bitcoin,8841.18,8720.34,9179.15,9170.0,9511.43,9733.93,8561.52,9189.35,357.2769353970121,9043.15,593.4057099315485,7972.250666666666,1189.8389607982679,0.020642543754027853,-0.08563653118524583
BTCUSDT,2020-05-26,8900.35,9017.67,8700.0,8841.18,Bitcoin,9204.07,8900.35,8720.34,9179.15,9068.65,9775.53,8810.79,9055.871428571429,264.19074696319086,9081.419333333333,537.7475495058945,8013.6185,1175.8691406725075,-0.006648053166448564,-0.09558049537979019
BTCUSDT,2020-05-27,8841.0,9225.0,8811.73,9204.07,Bitcoin,9575.89,8841.18,8900.35,8720.34,9170.0,9511.43,9309.37,9011.962857142857,191.3609028088721,9129.067666666666,477.9701390664998,8063.0755,1162.188350469748,0.04104542606303685,-0.03231480439849743
BTCUSDT,2020-05-28,9204.07,9625.47,9110.0,9575.89,Bitcoin,9427.07,9204.07,8841.18,8900.35,9179.15,9068.65,9791.98,9084.425714285713,288.027284983999,9190.298,405.99133786757227,8124.65,1142.3416761850199,0.04039734595673439,0.055933352814365955
BTCUSDT,2020-05-29,9575.87,9605.26,9330.0,9427.07,Bitcoin,9697.72,9575.89,9204.07,8841.18,8720.34,9170.0,9316.42,9121.15,315.80577823510697,9211.914666666667,400.5411275946145,8175.194833333333,1131.5274106096742,-0.015541114194085326,0.028033805888767693
BTCUSDT,2020-05-30,9426.6,9740.0,9331.23,9697.72,Bitcoin,9448.27,9427.07,9575.89,9204.07,8900.35,9179.15,9381.27,9195.231428571427,384.9355564865789,9247.838666666668,393.89699721120763,8229.982833333333,1124.191026211254,0.02870987486037535,0.05649433771100809
BTCUSDT,2020-05-31,9697.72,9700.0,9381.41,9448.27,Bitcoin,10200.77,9697.72,9427.07,9575.89,8841.18,8720.34,9680.04,9299.221428571429,329.61126216746567,9268.548999999999,387.28305687235604,8276.738666666666,1115.3688380439846,-0.025722540968392438,0.08347495625170587
BTCUSDT,2020-06-01,9448.27,10380.0,9421.67,10200.77,Bitcoin,9518.04,9448.27,9697.72,9427.07,9204.07,8900.35,9733.93,9484.995714285715,421.1033757427165,9309.506333333333,418.5548231424389,8333.516666666666,1125.2798979397892,0.07964420999823241,0.1461088608874932
BTCUSDT,2020-06-02,10202.71,10228.99,9266.0,9518.04,Bitcoin,9666.24,10200.77,9448.27,9697.72,9575.89,8841.18,9775.53,9581.69,312.2800759467979,9330.302333333333,412.6639930792047,8379.915666666666,1115.5664814327265,-0.06692926122243703,0.07655765406880088
BTCUSDT,2020-06-03,9518.02,9690.0,9365.21,9666.24,Bitcoin,9789.06,9518.04,10200.77,9448.27,9427.07,9204.07,9511.43,9647.714285714286,264.3074185399288,9356.778333333332,407.69336975054705,8426.7365,1109.5015079584848,0.015570432568049686,0.050213655480673136
BTCUSDT,2020-06-04,9666.32,9881.63,9450.0,9789.06,Bitcoin,9621.16,9666.24,9518.04,10200.77,9697.72,9575.89,9068.65,9678.167142857143,266.92031156098216,9382.352666666666,410.0150664173765,8477.007833333333,1101.5962452933513,0.01270607806137658,0.022261116199120856
BTCUSDT,2020-06-05,9788.14,9854.75,9581.0,9621.16,Bitcoin,9666.3,9789.06,9666.24,9518.04,9448.27,9427.07,9170.0,9705.894285714287,245.72925289548445,9398.294,409.6817706683824,8515.1955,1100.8707870504743,-0.01715180007069117,0.020588581605949674
BTCUSDT,2020-06-06,9621.17,9735.0,9531.05,9666.3,Bitcoin,9746.99,9621.16,9789.06,9666.24,10200.77,9697.72,9179.15,9701.405714285715,246.1899848935907,9387.624,397.8337256694688,8556.345166666668,1096.9118510502906,0.004691741952113748,-0.003239936809889321
BTCUSDT,2020-06-07,9666.85,9802.0,9372.46,9746.99,Bitcoin,9782.01,9666.3,9621.16,9789.06,9518.04,9448.27,8720.34,9744.08,219.43473843795553,9385.856666666667,396.0523532995015,8596.107,1096.097198868396,0.00834755801082121,0.03161636998095951
BTCUSDT,2020-06-08,9746.99,9800.0,9633.0,9782.01,Bitcoin,9772.43,9746.99,9666.3,9621.16,9666.24,10200.77,8900.35,9684.257142857143,97.23779764308875,9393.943666666666,401.7318736677796,8637.748166666666,1092.8411865555759,0.0035929040657680655,-0.04105180295213007
BTCUSDT,2020-06-09,9782.0,9877.0,9570.0,9772.43,Bitcoin,9885.0,9782.01,9746.99,9666.3,9789.06,9518.04,8841.18,9720.598571428573,67.86328644871473,9428.932333333332,386.6887753798426,8686.306666666667,1077.077080664985,-0.0009793488250369187,0.026727141302200774
