Cluster,HorsePower,TopSpeed,AccelTime,Class
0,283.908064516129,214.88064516129032,6.73991935483871,Standard
1,137.84702549575078,170.57223796033995,11.431161473087819,Eco
2,641.0136363636361,299.7227272727273,3.693636363636364,Sport
